INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
20182	0.994	atemporal	22
39799	0.993	atemporal	22
61585	1.0	temporal	22
57226	0.993	atemporal	22
40445	0.992	atemporal	22
121818	0.993	atemporal	22
5226	0.996	atemporal	22
19771	0.995	atemporal	22
70244	1.0	temporal	22
126693	1.0	temporal	22
98585	0.997	atemporal	22
131657	1.0	temporal	22
95238	0.996	atemporal	22
60458	0.994	atemporal	22
103490	0.993	atemporal	22
101253	0.994	atemporal	22
37082	0.995	atemporal	22
63144	0.996	atemporal	22
20768	0.994	atemporal	22
66389	0.993	atemporal	22
65240	0.994	atemporal	22
4438	0.996	atemporal	22
131410	0.993	atemporal	22
76332	0.994	atemporal	22
49590	0.993	atemporal	22
46400	1.0	temporal	22
102244	0.993	atemporal	22
69932	0.993	atemporal	22
69365	0.993	atemporal	22
109628	0.993	atemporal	22
28919	0.992	atemporal	22
139908	0.995	atemporal	22
71580	0.992	atemporal	22
98977	0.995	atemporal	22
10813	0.996	atemporal	22
56381	0.994	atemporal	22
100083	0.994	atemporal	22
92100	0.993	atemporal	22
62719	0.992	atemporal	22
67982	0.996	atemporal	22
33964	1.0	temporal	22
31669	0.994	atemporal	22
39110	0.992	atemporal	22
9022	0.995	atemporal	22
77570	0.996	atemporal	22
79734	0.997	atemporal	22
139708	1.0	temporal	22
48954	0.992	atemporal	22
128491	0.997	atemporal	22
4978	0.996	atemporal	22
72167	0.992	atemporal	22
87940	0.997	atemporal	22
18358	0.994	atemporal	22
95010	0.992	atemporal	22
120639	0.996	atemporal	22
143307	0.996	atemporal	22
67897	1.0	temporal	22
22497	0.992	atemporal	22
108927	1.0	temporal	22
23188	1.0	temporal	22
115601	0.996	atemporal	22
42009	0.992	atemporal	22
128446	0.995	atemporal	22
40884	0.993	atemporal	22
42922	0.992	atemporal	22
66852	0.994	atemporal	22
99915	0.993	atemporal	22
32427	0.993	atemporal	22
61722	0.995	atemporal	22
120225	0.993	atemporal	22
52393	0.992	atemporal	22
11824	0.997	atemporal	22
18231	0.993	atemporal	22
101574	0.995	atemporal	22
61945	0.992	atemporal	22
118508	0.992	atemporal	22
89482	0.996	atemporal	22
1045	0.996	atemporal	22
124612	0.993	atemporal	22
136082	0.994	atemporal	22
27540	0.993	atemporal	22
97008	0.994	atemporal	22
18169	0.992	atemporal	22
114647	0.993	atemporal	22
23868	0.993	atemporal	22
110747	0.994	atemporal	22
5295	0.992	atemporal	22
22558	1.0	temporal	22
97846	0.995	atemporal	22
96821	0.995	atemporal	22
93194	0.993	atemporal	22
8741	1.0	temporal	22
40342	0.997	atemporal	22
138309	1.0	temporal	22
86145	0.994	atemporal	22
124659	0.992	atemporal	22
134920	0.994	atemporal	22
1396	0.995	atemporal	22
82199	0.996	atemporal	22
7740	0.994	atemporal	22
54914	1.0	temporal	22
88248	0.992	atemporal	22
20005	1.0	temporal	22
130012	0.992	atemporal	22
65948	0.997	atemporal	22
116830	0.995	atemporal	22
85668	0.996	atemporal	22
49268	1.0	temporal	22
128818	1.0	temporal	22
103448	0.993	atemporal	22
103059	0.992	atemporal	22
32441	0.995	atemporal	22
72327	0.996	atemporal	22
77135	0.993	atemporal	22
37458	0.996	atemporal	22
112464	0.993	atemporal	22
117142	0.992	atemporal	22
39683	0.992	atemporal	22
33534	1.0	temporal	22
133857	0.994	atemporal	22
132415	1.0	temporal	22
95875	0.993	atemporal	22
29975	1.0	temporal	22
51512	0.992	atemporal	22
61861	0.994	atemporal	22
118611	0.993	atemporal	22
79571	0.995	atemporal	22
102117	0.993	atemporal	22
146	0.995	atemporal	22
66540	0.992	atemporal	22
58214	0.994	atemporal	22
91194	0.994	atemporal	22
130802	0.994	atemporal	22
36579	1.0	temporal	22
84530	1.0	temporal	22
65466	0.996	atemporal	22
83344	0.992	atemporal	22
108588	0.993	atemporal	22
42219	0.993	atemporal	22
87279	0.992	atemporal	22
42150	0.993	atemporal	22
20074	1.0	temporal	22
65086	1.0	temporal	22
116558	0.994	atemporal	22
44038	1.0	temporal	22
121132	0.995	atemporal	22
29690	0.992	atemporal	22
100473	0.992	atemporal	22
98324	0.992	atemporal	22
21752	0.994	atemporal	22
98615	0.995	atemporal	22
74470	0.993	atemporal	22
115583	0.993	atemporal	22
31427	1.0	temporal	22
113293	0.993	atemporal	22
105341	0.993	atemporal	22
47797	0.995	atemporal	22
115536	0.994	atemporal	22
21388	0.995	atemporal	22
111640	1.0	temporal	22
130181	1.0	temporal	22
66464	0.994	atemporal	22
93036	0.992	atemporal	22
113873	0.995	atemporal	22
5524	0.995	atemporal	22
83162	0.996	atemporal	22
118945	1.0	temporal	22
138025	0.997	atemporal	22
52232	0.993	atemporal	22
135333	0.994	atemporal	22
93093	0.993	atemporal	22
54922	0.995	atemporal	22
94416	0.996	atemporal	22
14906	0.996	atemporal	22
73136	0.995	atemporal	22
94221	0.993	atemporal	22
64606	0.997	atemporal	22
91859	1.0	temporal	22
47078	0.996	atemporal	22
45200	0.992	atemporal	22
37423	0.996	atemporal	22
59777	0.993	atemporal	22
50395	0.994	atemporal	22
60172	0.992	atemporal	22
62221	0.996	atemporal	22
62061	0.993	atemporal	22
75459	1.0	temporal	22
43746	0.994	atemporal	22
54447	0.992	atemporal	22
21055	0.992	atemporal	22
90902	1.0	temporal	22
76763	0.993	atemporal	22
83641	1.0	temporal	22
85230	1.0	temporal	22
18121	1.0	temporal	22
95891	0.992	atemporal	22
69948	0.995	atemporal	22
121650	0.992	atemporal	22
67429	0.994	atemporal	22
143058	0.995	atemporal	22
3988	0.995	atemporal	22
78512	1.0	temporal	22
112576	0.994	atemporal	22
68950	0.996	atemporal	22
67912	1.0	temporal	22
28470	0.996	atemporal	22
123953	0.994	atemporal	22
1805	1.0	temporal	22
75484	1.0	temporal	22
138204	1.0	temporal	22
87654	1.0	temporal	22
52611	0.993	atemporal	22
32424	0.994	atemporal	22
117726	0.995	atemporal	22
73082	0.992	atemporal	22
141545	0.995	atemporal	22
37164	0.994	atemporal	22
127680	0.992	atemporal	22
37912	0.994	atemporal	22
141254	0.992	atemporal	22
38999	0.999	atemporal	22
71747	1.0	temporal	22
58208	1.0	temporal	22
131460	1.0	temporal	22
93847	0.992	atemporal	22
3261	1.0	temporal	22
137661	0.996	atemporal	22
109418	0.992	atemporal	22
19182	0.996	atemporal	22
88477	0.993	atemporal	22
136068	1.0	temporal	22
82341	0.995	atemporal	22
129299	0.993	atemporal	22
100407	1.0	temporal	22
83309	0.993	atemporal	22
7621	0.996	atemporal	22
127799	0.996	atemporal	22
15047	0.996	atemporal	22
114251	1.0	temporal	22
40888	0.992	atemporal	22
57084	0.995	atemporal	22
49598	0.992	atemporal	22
10190	0.994	atemporal	22
9893	0.995	atemporal	22
82257	0.993	atemporal	22
138736	0.992	atemporal	22
4762	0.994	atemporal	22
143632	0.993	atemporal	22
54324	1.0	temporal	22
115100	0.994	atemporal	22
29978	0.992	atemporal	22
52797	0.992	atemporal	22
68897	0.992	atemporal	22
13624	0.995	atemporal	22
72289	0.996	atemporal	22
72977	0.996	atemporal	22
124910	1.0	temporal	22
138673	0.994	atemporal	22
36022	0.995	atemporal	22
138861	0.993	atemporal	22
64684	0.995	atemporal	22
38993	0.993	atemporal	22
84693	0.995	atemporal	22
31603	0.992	atemporal	22
29610	0.997	atemporal	22
109048	0.995	atemporal	22
85228	0.998	atemporal	22
25718	0.993	atemporal	22
76877	0.993	atemporal	22
15579	0.993	atemporal	22
91417	0.994	atemporal	22
9190	1.0	temporal	22
41741	0.994	atemporal	22
82216	0.992	atemporal	22
23332	0.994	atemporal	22
53248	0.996	atemporal	22
130184	1.0	temporal	22
25273	0.993	atemporal	22
41917	0.995	atemporal	22
46926	0.996	atemporal	22
12244	0.994	atemporal	22
110145	0.992	atemporal	22
65594	0.995	atemporal	22
100832	0.993	atemporal	22
93224	0.996	atemporal	22
91096	0.992	atemporal	22
15648	0.994	atemporal	22
81608	0.993	atemporal	22
46539	0.993	atemporal	22
33420	0.993	atemporal	22
64418	0.994	atemporal	22
12686	0.994	atemporal	22
142471	0.994	atemporal	22
10882	0.995	atemporal	22
75847	0.994	atemporal	22
24788	0.995	atemporal	22
94521	0.994	atemporal	22
101659	0.992	atemporal	22
78160	0.994	atemporal	22
105255	0.993	atemporal	22
118679	0.993	atemporal	22
14531	1.0	temporal	22
25692	0.998	atemporal	22
32956	0.993	atemporal	22
65595	0.993	atemporal	22
94043	0.992	atemporal	22
105321	0.995	atemporal	22
81438	0.996	atemporal	22
60645	0.992	atemporal	22
93091	0.997	atemporal	22
70256	0.994	atemporal	22
8982	0.995	atemporal	22
99759	0.995	atemporal	22
117777	1.0	temporal	22
121785	1.0	temporal	22
116869	0.993	atemporal	22
76091	0.994	atemporal	22
55966	0.998	atemporal	22
38204	0.992	atemporal	22
102024	0.996	atemporal	22
55442	1.0	temporal	22
126073	0.995	atemporal	22
127176	0.994	atemporal	22
141283	0.994	atemporal	22
8398	0.995	atemporal	22
60741	0.992	atemporal	22
121717	0.996	atemporal	22
78431	1.0	temporal	22
18355	0.996	atemporal	22
138912	1.0	temporal	22
55320	0.992	atemporal	22
15260	1.0	temporal	22
12825	1.0	temporal	22
136641	0.993	atemporal	22
59092	0.992	atemporal	22
3787	0.994	atemporal	22
53254	1.0	temporal	22
84885	0.992	atemporal	22
113591	1.0	temporal	22
87412	0.992	atemporal	22
7130	0.993	atemporal	22
27954	0.993	atemporal	22
64425	0.994	atemporal	22
34834	0.994	atemporal	22
108429	1.0	temporal	22
51646	1.0	temporal	22
5296	0.997	atemporal	22
92636	0.997	atemporal	22
3420	0.993	atemporal	22
85231	0.997	atemporal	22
127930	0.993	atemporal	22
50883	0.994	atemporal	22
79403	1.0	temporal	22
53796	0.995	atemporal	22
66172	0.997	atemporal	22
136982	0.993	atemporal	22
61694	0.994	atemporal	22
77337	0.993	atemporal	22
3874	0.997	atemporal	22
54616	0.994	atemporal	22
101860	0.994	atemporal	22
70336	0.992	atemporal	22
96006	1.0	temporal	22
59159	0.993	atemporal	22
118397	0.993	atemporal	22
47907	0.995	atemporal	22
136203	0.993	atemporal	22
61729	0.995	atemporal	22
6441	0.992	atemporal	22
46394	0.995	atemporal	22
43153	0.995	atemporal	22
115929	0.993	atemporal	22
34833	0.992	atemporal	22
33712	0.997	atemporal	22
126261	0.993	atemporal	22
84340	1.0	temporal	22
120538	0.992	atemporal	22
44127	1.0	temporal	22
121413	0.992	atemporal	22
95761	1.0	temporal	22
3200	0.993	atemporal	22
114305	0.993	atemporal	22
96902	1.0	temporal	22
64724	0.996	atemporal	22
67776	0.994	atemporal	22
112431	0.992	atemporal	22
130811	0.992	atemporal	22
21713	0.996	atemporal	22
34904	0.992	atemporal	22
57509	0.993	atemporal	22
140399	1.0	temporal	22
38618	0.994	atemporal	22
72545	0.996	atemporal	22
1064	0.996	atemporal	22
75045	1.0	temporal	22
14428	0.994	atemporal	22
11123	0.994	atemporal	22
118704	0.996	atemporal	22
142679	0.995	atemporal	22
125837	0.993	atemporal	22
11257	1.0	temporal	22
26138	0.993	atemporal	22
86684	0.995	atemporal	22
6549	0.997	atemporal	22
140957	0.997	atemporal	22
19999	0.996	atemporal	22
130847	0.992	atemporal	22
103933	0.996	atemporal	22
76744	0.993	atemporal	22
37643	0.995	atemporal	22
24119	0.992	atemporal	22
102672	1.0	temporal	22
134570	0.993	atemporal	22
18421	0.997	atemporal	22
114740	0.994	atemporal	22
107021	0.995	atemporal	22
17457	0.993	atemporal	22
120076	0.995	atemporal	22
48209	0.996	atemporal	22
12123	1.0	temporal	22
124101	0.992	atemporal	22
53368	0.994	atemporal	22
70235	0.992	atemporal	22
138325	0.995	atemporal	22
86680	0.992	atemporal	22
45714	0.995	atemporal	22
88030	0.994	atemporal	22
6869	0.993	atemporal	22
108951	0.996	atemporal	22
85595	1.0	temporal	22
91612	0.994	atemporal	22
69369	0.997	atemporal	22
52609	0.996	atemporal	22
6285	0.995	atemporal	22
93961	0.993	atemporal	22
66727	0.996	atemporal	22
103271	0.993	atemporal	22
22393	1.0	temporal	22
2166	0.993	atemporal	22
70149	0.997	atemporal	22
80955	1.0	temporal	22
10224	0.993	atemporal	22
63532	0.994	atemporal	22
22356	0.994	atemporal	22
53176	1.0	temporal	22
98411	0.992	atemporal	22
84834	0.994	atemporal	22
25114	0.995	atemporal	22
50509	0.994	atemporal	22
98486	1.0	temporal	22
47166	1.0	temporal	22
25649	0.995	atemporal	22
16005	0.995	atemporal	22
142805	0.994	atemporal	22
106716	0.995	atemporal	22
80529	0.997	atemporal	22
83069	0.995	atemporal	22
23615	1.0	temporal	22
5949	0.992	atemporal	22
117995	0.994	atemporal	22
43586	0.995	atemporal	22
42175	0.992	atemporal	22
105708	0.994	atemporal	22
122522	0.995	atemporal	22
59243	0.994	atemporal	22
108492	0.996	atemporal	22
136308	0.995	atemporal	22
142578	0.996	atemporal	22
131016	1.0	temporal	22
50380	0.996	atemporal	22
60297	0.995	atemporal	22
136888	0.993	atemporal	22
113309	0.994	atemporal	22
50202	0.995	atemporal	22
95476	0.993	atemporal	22
29164	0.995	atemporal	22
110637	1.0	temporal	22
17331	0.992	atemporal	22
88748	0.992	atemporal	22
20662	0.995	atemporal	22
38416	0.992	atemporal	22
44222	0.993	atemporal	22
134124	0.992	atemporal	22
92660	0.995	atemporal	22
63742	0.993	atemporal	22
16624	0.994	atemporal	22
88239	0.995	atemporal	22
42308	1.0	temporal	22
123727	1.0	temporal	22
122094	0.994	atemporal	22
73420	0.996	atemporal	22
75171	0.997	atemporal	22
72065	0.993	atemporal	22
32985	1.0	temporal	22
61381	0.993	atemporal	22
37487	0.996	atemporal	22
102089	0.992	atemporal	22
102157	0.996	atemporal	22
16078	0.993	atemporal	22
32827	0.994	atemporal	22
124337	0.992	atemporal	22
133265	0.994	atemporal	22
128061	1.0	temporal	22
125035	0.994	atemporal	22
122463	0.995	atemporal	22
104376	0.994	atemporal	22
56296	0.999	atemporal	22
107425	0.997	atemporal	22
70734	1.0	temporal	22
33320	1.0	temporal	22
33235	0.996	atemporal	22
44547	0.992	atemporal	22
17431	1.0	temporal	22
13060	0.995	atemporal	22
39870	0.993	atemporal	22
36869	0.994	atemporal	22
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
92430	1.0	temporal	23
106134	0.995	atemporal	23
52317	1.0	temporal	23
29810	0.993	atemporal	23
13259	0.994	atemporal	23
110901	1.0	temporal	23
137335	0.995	atemporal	23
11755	0.996	atemporal	23
139701	0.994	atemporal	23
107451	0.996	atemporal	23
130724	0.992	atemporal	23
124618	0.995	atemporal	23
139608	1.0	temporal	23
135962	0.996	atemporal	23
11084	1.0	temporal	23
75154	0.993	atemporal	23
112986	1.0	temporal	23
21046	1.0	temporal	23
119554	0.996	atemporal	23
93704	0.993	atemporal	23
128307	1.0	temporal	23
112903	0.993	atemporal	23
126036	0.996	atemporal	23
129387	0.995	atemporal	23
60657	1.0	temporal	23
33863	0.994	atemporal	23
54858	0.995	atemporal	23
87073	0.994	atemporal	23
75382	0.996	atemporal	23
64475	0.995	atemporal	23
24784	0.994	atemporal	23
107934	1.0	temporal	23
103066	0.996	atemporal	23
139546	0.992	atemporal	23
94839	0.995	atemporal	23
89989	0.994	atemporal	23
104201	0.992	atemporal	23
116229	0.995	atemporal	23
108257	0.995	atemporal	23
115127	0.993	atemporal	23
83845	0.995	atemporal	23
143442	0.995	atemporal	23
64557	0.992	atemporal	23
35932	0.995	atemporal	23
122086	0.996	atemporal	23
40132	0.995	atemporal	23
5805	0.995	atemporal	23
37879	0.993	atemporal	23
123249	0.996	atemporal	23
10281	1.0	temporal	23
4610	0.995	atemporal	23
20810	0.994	atemporal	23
90142	0.992	atemporal	23
3391	0.995	atemporal	23
67820	0.996	atemporal	23
120423	0.992	atemporal	23
70032	0.996	atemporal	23
11494	0.993	atemporal	23
60554	1.0	temporal	23
20879	0.997	atemporal	23
35488	0.994	atemporal	23
43026	0.997	atemporal	23
52862	0.996	atemporal	23
81417	0.995	atemporal	23
101807	0.993	atemporal	23
142760	1.0	temporal	23
21680	1.0	temporal	23
122052	0.994	atemporal	23
99107	0.994	atemporal	23
133792	0.992	atemporal	23
58663	0.996	atemporal	23
7699	0.992	atemporal	23
34428	0.995	atemporal	23
77292	1.0	temporal	23
125391	0.995	atemporal	23
41271	0.996	atemporal	23
72844	0.993	atemporal	23
73165	0.993	atemporal	23
27786	0.994	atemporal	23
61905	0.996	atemporal	23
95417	0.995	atemporal	23
55526	0.997	atemporal	23
62718	0.997	atemporal	23
88183	0.994	atemporal	23
102241	0.995	atemporal	23
25597	1.0	temporal	23
73527	0.994	atemporal	23
137753	0.993	atemporal	23
100277	0.992	atemporal	23
30928	1.0	temporal	23
15698	0.995	atemporal	23
9222	0.993	atemporal	23
3088	0.994	atemporal	23
51236	0.996	atemporal	23
138980	0.995	atemporal	23
140493	0.994	atemporal	23
77972	0.996	atemporal	23
570	0.993	atemporal	23
31745	1.0	temporal	23
48632	0.993	atemporal	23
22571	0.994	atemporal	23
92266	0.992	atemporal	23
85260	1.0	temporal	23
115594	0.994	atemporal	23
10274	0.996	atemporal	23
76540	1.0	temporal	23
28443	0.994	atemporal	23
85049	0.993	atemporal	23
7619	0.992	atemporal	23
79322	0.992	atemporal	23
25092	0.993	atemporal	23
25594	0.995	atemporal	23
3097	0.996	atemporal	23
17385	0.996	atemporal	23
50771	0.993	atemporal	23
51784	0.992	atemporal	23
264	0.993	atemporal	23
117339	0.995	atemporal	23
44077	0.994	atemporal	23
107834	0.993	atemporal	23
11708	0.996	atemporal	23
2675	0.995	atemporal	23
84521	0.993	atemporal	23
141793	0.996	atemporal	23
77769	0.993	atemporal	23
124312	0.994	atemporal	23
94587	1.0	temporal	23
63872	0.996	atemporal	23
53940	1.0	temporal	23
73217	0.994	atemporal	23
40836	0.993	atemporal	23
33832	0.994	atemporal	23
110544	0.997	atemporal	23
106877	0.996	atemporal	23
55739	0.994	atemporal	23
102312	1.0	temporal	23
45917	1.0	temporal	23
23717	0.995	atemporal	23
50045	0.992	atemporal	23
95053	0.996	atemporal	23
31038	0.993	atemporal	23
23885	0.994	atemporal	23
3894	1.0	temporal	23
87494	0.996	atemporal	23
5748	0.994	atemporal	23
128982	1.0	temporal	23
128407	1.0	temporal	23
69740	0.995	atemporal	23
93016	0.993	atemporal	23
42130	0.996	atemporal	23
33270	1.0	temporal	23
83338	0.996	atemporal	23
91779	1.0	temporal	23
17296	0.995	atemporal	23
21017	0.993	atemporal	23
125771	0.996	atemporal	23
80672	0.992	atemporal	23
6129	0.996	atemporal	23
93195	0.997	atemporal	23
22873	0.997	atemporal	23
3593	0.992	atemporal	23
2991	0.992	atemporal	23
104267	0.996	atemporal	23
76946	1.0	temporal	23
71498	1.0	temporal	23
55202	0.994	atemporal	23
62164	0.997	atemporal	23
41106	1.0	temporal	23
119624	0.995	atemporal	23
28011	0.994	atemporal	23
122027	0.993	atemporal	23
1807	0.993	atemporal	23
29292	0.995	atemporal	23
14960	0.996	atemporal	23
58022	0.994	atemporal	23
8261	0.997	atemporal	23
99136	0.997	atemporal	23
81978	0.993	atemporal	23
118320	0.996	atemporal	23
46888	0.992	atemporal	23
45301	1.0	temporal	23
134361	1.0	temporal	23
58818	0.994	atemporal	23
61099	0.992	atemporal	23
86465	0.993	atemporal	23
43251	0.995	atemporal	23
41936	0.992	atemporal	23
65654	1.0	temporal	23
70596	1.0	temporal	23
126083	0.992	atemporal	23
49904	0.994	atemporal	23
14007	0.995	atemporal	23
9491	1.0	temporal	23
90394	0.992	atemporal	23
50067	0.993	atemporal	23
35700	0.996	atemporal	23
113573	0.993	atemporal	23
120437	0.994	atemporal	23
119994	0.996	atemporal	23
38629	0.993	atemporal	23
9677	1.0	temporal	23
96400	1.0	temporal	23
51921	0.994	atemporal	23
15998	0.996	atemporal	23
75119	1.0	temporal	23
14590	1.0	temporal	23
97799	0.992	atemporal	23
14032	0.992	atemporal	23
32792	1.0	temporal	23
69206	0.992	atemporal	23
47617	1.0	temporal	23
89316	0.995	atemporal	23
4016	0.997	atemporal	23
91487	0.995	atemporal	23
29908	0.993	atemporal	23
74167	0.993	atemporal	23
102174	0.992	atemporal	23
94563	0.995	atemporal	23
8054	0.993	atemporal	23
39128	0.993	atemporal	23
10466	1.0	temporal	23
86907	0.992	atemporal	23
103286	0.994	atemporal	23
38409	0.994	atemporal	23
55953	0.996	atemporal	23
72449	0.992	atemporal	23
31502	0.993	atemporal	23
8075	0.995	atemporal	23
64861	0.994	atemporal	23
105216	0.994	atemporal	23
73050	0.996	atemporal	23
68998	0.993	atemporal	23
31215	1.0	temporal	23
54666	0.995	atemporal	23
34766	0.994	atemporal	23
32700	0.994	atemporal	23
30162	0.992	atemporal	23
20035	0.995	atemporal	23
97076	0.995	atemporal	23
25604	0.994	atemporal	23
113765	0.995	atemporal	23
69786	0.995	atemporal	23
13062	0.994	atemporal	23
54098	0.994	atemporal	23
114005	1.0	temporal	23
27988	0.996	atemporal	23
66189	0.996	atemporal	23
73521	0.995	atemporal	23
123758	0.993	atemporal	23
53437	0.993	atemporal	23
117980	0.993	atemporal	23
19636	0.993	atemporal	23
26232	0.997	atemporal	23
22920	0.994	atemporal	23
117416	0.995	atemporal	23
113300	0.996	atemporal	23
7123	0.994	atemporal	23
57974	1.0	temporal	23
21716	0.996	atemporal	23
114571	0.992	atemporal	23
4601	0.994	atemporal	23
8772	0.993	atemporal	23
61797	0.992	atemporal	23
125304	0.993	atemporal	23
22644	0.993	atemporal	23
108917	0.993	atemporal	23
126709	1.0	temporal	23
2117	0.994	atemporal	23
62318	0.992	atemporal	23
68594	0.992	atemporal	23
66729	0.994	atemporal	23
50912	1.0	temporal	23
67567	0.997	atemporal	23
17395	0.995	atemporal	23
122517	0.994	atemporal	23
14678	0.997	atemporal	23
117131	0.996	atemporal	23
57314	0.997	atemporal	23
117655	0.994	atemporal	23
66485	0.995	atemporal	23
114234	0.995	atemporal	23
89276	0.996	atemporal	23
15600	1.0	temporal	23
83587	0.993	atemporal	23
108073	0.993	atemporal	23
40404	0.993	atemporal	23
79639	0.994	atemporal	23
106891	1.0	temporal	23
47891	0.997	atemporal	23
135127	0.996	atemporal	23
45669	0.995	atemporal	23
37390	0.996	atemporal	23
115150	1.0	temporal	23
98649	1.0	temporal	23
69277	0.992	atemporal	23
45386	0.994	atemporal	23
17437	0.995	atemporal	23
31821	0.993	atemporal	23
70297	0.993	atemporal	23
129702	0.997	atemporal	23
104348	0.995	atemporal	23
25882	0.994	atemporal	23
113024	0.995	atemporal	23
22111	0.995	atemporal	23
126859	1.0	temporal	23
16658	1.0	temporal	23
129840	0.996	atemporal	23
70134	0.992	atemporal	23
26496	1.0	temporal	23
125301	1.0	temporal	23
46850	1.0	temporal	23
9928	0.993	atemporal	23
75715	1.0	temporal	23
114472	0.994	atemporal	23
119942	0.996	atemporal	23
78848	1.0	temporal	23
99377	0.995	atemporal	23
35887	0.994	atemporal	23
6212	0.996	atemporal	23
42845	1.0	temporal	23
57770	0.993	atemporal	23
7686	0.993	atemporal	23
107454	0.995	atemporal	23
46481	1.0	temporal	23
115161	1.0	temporal	23
62173	0.993	atemporal	23
109364	0.995	atemporal	23
71107	0.992	atemporal	23
12566	0.993	atemporal	23
104447	0.995	atemporal	23
107087	0.997	atemporal	23
105729	0.992	atemporal	23
65617	0.992	atemporal	23
69020	0.994	atemporal	23
6960	1.0	temporal	23
114898	0.992	atemporal	23
48571	0.992	atemporal	23
25331	1.0	temporal	23
84573	0.995	atemporal	23
132291	0.992	atemporal	23
22446	0.996	atemporal	23
136229	0.996	atemporal	23
56748	0.997	atemporal	23
40609	0.996	atemporal	23
22274	0.992	atemporal	23
131622	0.992	atemporal	23
77129	0.994	atemporal	23
117865	0.995	atemporal	23
33400	1.0	temporal	23
55599	0.995	atemporal	23
52239	0.996	atemporal	23
5458	0.997	atemporal	23
139334	0.994	atemporal	23
107965	0.993	atemporal	23
109221	0.993	atemporal	23
112416	0.994	atemporal	23
39625	1.0	temporal	23
54079	0.996	atemporal	23
120949	0.993	atemporal	23
8834	0.993	atemporal	23
93967	1.0	temporal	23
66661	1.0	temporal	23
50360	0.993	atemporal	23
142574	0.993	atemporal	23
55252	0.994	atemporal	23
128744	0.996	atemporal	23
9225	0.994	atemporal	23
117325	1.0	temporal	23
4303	0.995	atemporal	23
14276	0.994	atemporal	23
4873	0.993	atemporal	23
140083	0.995	atemporal	23
70786	0.994	atemporal	23
34130	0.997	atemporal	23
137921	0.994	atemporal	23
83619	0.997	atemporal	23
62129	0.992	atemporal	23
10113	0.994	atemporal	23
21263	0.994	atemporal	23
64400	0.996	atemporal	23
120006	0.993	atemporal	23
67690	0.995	atemporal	23
31367	0.994	atemporal	23
98329	0.997	atemporal	23
50154	0.994	atemporal	23
140567	0.993	atemporal	23
93088	0.992	atemporal	23
44294	0.995	atemporal	23
64779	0.993	atemporal	23
17701	0.993	atemporal	23
59166	0.993	atemporal	23
110303	1.0	temporal	23
22221	1.0	temporal	23
23863	0.995	atemporal	23
47235	1.0	temporal	23
63011	0.993	atemporal	23
103444	0.994	atemporal	23
33005	0.995	atemporal	23
64538	1.0	temporal	23
32834	0.995	atemporal	23
96512	0.994	atemporal	23
137470	0.997	atemporal	23
124009	0.994	atemporal	23
110513	0.994	atemporal	23
115267	0.992	atemporal	23
43529	0.993	atemporal	23
105724	0.993	atemporal	23
105506	0.995	atemporal	23
114685	1.0	temporal	23
85312	0.996	atemporal	23
22852	1.0	temporal	23
43981	0.993	atemporal	23
89794	0.993	atemporal	23
66249	1.0	temporal	23
31349	0.992	atemporal	23
83423	0.994	atemporal	23
141873	1.0	temporal	23
102551	0.992	atemporal	23
88895	0.994	atemporal	23
104642	1.0	temporal	23
44719	0.996	atemporal	23
11395	0.995	atemporal	23
125769	0.996	atemporal	23
46815	0.993	atemporal	23
89141	0.993	atemporal	23
118772	0.997	atemporal	23
127610	0.995	atemporal	23
71947	0.995	atemporal	23
19615	1.0	temporal	23
123962	0.994	atemporal	23
39497	0.992	atemporal	23
16607	0.994	atemporal	23
114494	1.0	temporal	23
68661	0.995	atemporal	23
20112	0.994	atemporal	23
45297	0.994	atemporal	23
17607	0.997	atemporal	23
69203	0.993	atemporal	23
67323	1.0	temporal	23
105571	0.992	atemporal	23
69574	0.994	atemporal	23
46034	0.995	atemporal	23
3803	0.996	atemporal	23
71323	0.996	atemporal	23
37545	1.0	temporal	23
129309	0.992	atemporal	23
11858	0.995	atemporal	23
88072	0.996	atemporal	23
126201	0.993	atemporal	23
58740	0.993	atemporal	23
111340	0.996	atemporal	23
1725	1.0	temporal	23
24521	0.997	atemporal	23
117010	0.994	atemporal	23
47536	0.994	atemporal	23
56338	0.994	atemporal	23
137389	0.995	atemporal	23
72477	0.992	atemporal	23
39088	0.996	atemporal	23
81283	0.995	atemporal	23
18837	1.0	temporal	23
30050	0.996	atemporal	23
10631	1.0	temporal	23
41437	0.996	atemporal	23
20459	0.993	atemporal	23
2822	0.992	atemporal	23
25119	0.994	atemporal	23
102163	0.993	atemporal	23
136668	1.0	temporal	23
52870	0.996	atemporal	23
81639	0.993	atemporal	23
1348	0.996	atemporal	23
67150	0.994	atemporal	23
104188	0.994	atemporal	23
61901	0.994	atemporal	23
34354	0.995	atemporal	23
101097	0.992	atemporal	23
56947	0.992	atemporal	23
80306	0.992	atemporal	23
120767	0.994	atemporal	23
89685	0.995	atemporal	23
64697	0.993	atemporal	23
58971	0.993	atemporal	23
115197	0.993	atemporal	23
18724	1.0	temporal	23
52878	0.994	atemporal	23
19942	0.995	atemporal	23
76412	0.995	atemporal	23
137106	0.993	atemporal	23
58773	0.992	atemporal	23
21769	0.992	atemporal	23
135988	0.995	atemporal	23
