Word_Offset	Word	POS	Sense_no	Gloss	Class	Prediction_Value	EndMarker(##)
3757	कम्पास	NOUN	2	वृत्त या गोलाई खींचने का औज़ार जो पिछले सिरों पर परस्पर जुड़ी हुई दो शलाकाओं के रूप का होता है 	neutral	0.576	##
4876	मध्य_मार्ग	NOUN	1	कुर्सियों की पंक्तियों या किन्हीं दो पंक्तियों के बीच का मार्ग 	neutral	0.997	##
2087	मोक्ष	NOUN	1	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
23772	आयन्दा	ADVERB	1	इस समय के बाद से 	present	0.375	##
185	कौतुक	NOUN	5	मन का वह भाव या अवस्था जो किसी प्रिय या अभीष्ट वस्तु के प्राप्त होने या कोई अच्छा और शुभ कार्य होने पर होता है 	neutral	0.997	##
782	तिष्य	NOUN	3	वह समय जब चंद्रमा पुष्य नक्षत्र में होता है 	neutral	0.997	##
44	जिल्लत	NOUN	1	वह बात या कार्य जिससे किसी का मान या प्रतिष्ठा कम हो 	future	0.376	##
1996	आनुषङ्गिक	ADJECTIVE	2	जो किसी प्रसंग से संबंधित हो 	present	0.411	##
197	पराया	ADJECTIVE	1	दूसरे का या दूसरे से संबंधित 	present	0.386	##
10925	राजिस्थानीय	ADJECTIVE	1	राजस्थान का या राजस्थान के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.38	##
113	अनुषंगी	ADJECTIVE	2	किसी विषय, कार्य या तथ्य से संबंध रखनेवाला (यह शब्द प्रायः संज्ञा के साथ जुड़कर प्रयुक्त होता है) 	neutral	0.997	##
